House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
68,Fish Harbor,Katherine,Brown,60,Lodger,Divorced,Female,Senior tax professional/tax inspector,None,Methodist
69,Fish Harbor,Marie,Pearson,33,Head,Married,Female,Financial risk analyst,None,Christian
69,Fish Harbor,Sam,Pearson,34,Husband,Married,Male,Architectural technologist,None,Christian
69,Fish Harbor,Ben,Lane,8,Son,NA,Male,Student,None,None
69,Fish Harbor,Leonard,Lane,6,Son,NA,Male,Student,None,None
70,Fish Harbor,Nicole,Johnson,58,Head,Married,Female,Chief Financial Officer,None,Christian
70,Fish Harbor,Liam,Johnson,53,Husband,Married,Male,"Civil engineer, contracting",None,Christian
70,Fish Harbor,Janice,Johnson,28,Daughter,Divorced,Female,IT trainer,None,Christian
70,Fish Harbor,Yvonne,Johnson,28,Daughter,Single,Female,Unemployed,None,None
70,Fish Harbor,Caroline,Johnson,25,Daughter,Divorced,Female,Magazine journalist,None,None
70,Fish Harbor,Craig,Johnson,4,Son,NA,Male,Child,None,None
71,Fish Harbor,Gillian,Rees,39,Head,Divorced,Female,Immigration officer,None,Catholic
71,Fish Harbor,Sophie,Rees,10,Daughter,NA,Female,Student,None,None
71,Fish Harbor,Megan,Rees,9,Daughter,NA,Female,Student,None,None
71,Fish Harbor,Toby,Rees,6,Son,NA,Male,Student,None,None
72,Fish Harbor,Robert,Turnbull,31,Head,Married,Male,Unemployed,None,None
72,Fish Harbor,Elaine,Turnbull,29,Wife,Married,Female,Primary school teacher,None,None
72,Fish Harbor,Lynn,Turnbull,0,Daughter,NA,Female,Child,None,None
72,Fish Harbor,Ann,Fisher,37,Lodger,Single,Female,Regulatory affairs officer,None,Christian
73,Fish Harbor,Samuel,Bond,47,Head,Married,Male,Hospital pharmacist,None,Catholic
73,Fish Harbor,Rita,Bond,43,Wife,Married,Female,Phytotherapist,None,Catholic
74,Fish Harbor,Joan,Johnson,61,Head,Single,Female,Energy engineer,None,None
74,Fish Harbor,Jamie,Johnson,37,Son,Divorced,Male,Art therapist,None,None
74,Fish Harbor,Martin,Johnson,35,Son,Widowed,Male,"Designer, jewellery",None,None
74,Fish Harbor,Joel,Johnson,33,Son,Single,Male,Commercial horticulturist,None,None
75,Fish Harbor,Andrea,Howard,22,Head,Single,Female,Unemployed,None,None
75,Fish Harbor,Lawrence,Howard,5,Son,NA,Male,Student,None,None
76,Fish Harbor,Peter,Parker,54,Head,Widowed,Male,Catering manager,None,Christian
76,Fish Harbor,Rachel,Parker,28,Daughter,Single,Female,Equality and diversity officer,None,None
76,Fish Harbor,Linda,Parker,27,Daughter,Widowed,Female,Learning disability nurse,None,Christian
76,Fish Harbor,Hilary,Parker,23,Daughter,Single,Female,Sports development officer,None,Christian
77,Fish Harbor,Mary,Wilson,72,Head,Divorced,Female,"Retired Designer, textile",None,Christian
78,Fish Harbor,Julian,Smith,53,Head,Single,Male,Illustrator,None,Christian
78,Fish Harbor,Chelsea,Khan,49,None,Single,Female,Housing manager/officer,None,None
79,Fish Harbor,Joan,Smith,48,Head,Divorced,Female,Radio broadcast assistant,None,Catholic
79,Fish Harbor,Thomas,Smith,11,Son,NA,Male,Student,None,None
79,Fish Harbor,Elaine,Smith,10,Daughter,NA,Female,Student,None,None
79,Fish Harbor,Barry,Smith,7,Son,NA,Male,Student,None,None
80,Fish Harbor,Mary,Ward,72,Head,Married,Female,Retired Hydrologist,None,Christian
80,Fish Harbor,Alex,Ward,74,Husband,Married,Male,Retired,None,Christian
80,Fish Harbor,Lynne,Ward,14,Daughter,NA,Female,Student,None,None
80,Fish Harbor,Alexandra,Ward,10,Daughter,NA,Female,Student,None,None
81,Fish Harbor,Carly,Carter,33,Head,Married,Female,"Therapist, music",None,None
81,Fish Harbor,Julian,Carter,34,Husband,Married,Male,Further education lecturer,None,None
81,Fish Harbor,Marilyn,Carter,5,Daughter,NA,Female,Student,None,None
81,Fish Harbor,James,Carter,5,Son,NA,Male,Student,None,None
82,Fish Harbor,Zoe,Jones,33,Head,Single,Female,Police officer,None,Methodist
82,Fish Harbor,Janice,Rose,39,None,Single,Female,Unemployed,None,Catholic
82,Fish Harbor,Denise,Taylor,46,None,Single,Female,"Journalist, magazine",None,None
83,Fish Harbor,Sally,Allen,48,Head,Married,Female,"Conservation officer, nature",None,None
83,Fish Harbor,Jamie,Allen,50,Husband,Married,Male,Ergonomist,None,None
83,Fish Harbor,Declan,Allen,21,Son,Single,Male,University Student,None,None
83,Fish Harbor,Charles,Allen,17,Son,Unknown,Male,Student,None,None
84,Fish Harbor,Terry,Wade,46,Head,Single,Male,Unemployed,None,None
85,Fish Harbor,Naomi,Clark-Lee,27,Head,Married,Female,Broadcast journalist,None,None
85,Fish Harbor,Alexander,Clark-Lee,29,Husband,Married,Male,"Lecturer, higher education",None,None
85,Fish Harbor,Rosie,Webb,2,Daughter,NA,Female,Child,None,None
85,Fish Harbor,Simon,Bradley,25,Lodger,Single,Male,Civil Service administrator,None,None
86,Fish Harbor,Aimee,Davies,37,Head,Single,Female,Claims inspector/assessor,None,Christian
86,Fish Harbor,Julia,Davies,3,Daughter,NA,Female,Child,None,None
86,Fish Harbor,Gerald,Davies,2,Son,NA,Male,Child,None,None
86,Fish Harbor,Lindsey,Davies,2,Daughter,NA,Female,Child,None,None
87,Fish Harbor,Margaret,White,40,Head,Married,Female,"Solicitor, Scotland",None,Christian
87,Fish Harbor,Neil,White,40,Husband,Married,Male,Special educational needs teacher,None,None
87,Fish Harbor,Graham,White,6,Son,NA,Male,Student,None,None
87,Fish Harbor,Maurice,White,2,Son,NA,Male,Child,None,None
88,Fish Harbor,Jake,Morgan,62,Head,Married,Male,"Scientist, forensic",None,None
88,Fish Harbor,Stacey,Morgan,61,Wife,Married,Female,Multimedia specialist,None,None
88,Fish Harbor,Kyle,Morgan,25,Son,Single,Male,"Buyer, industrial",None,None
89,Fish Harbor,Suzanne,Knight,55,Head,Married,Female,Hydrographic surveyor,None,Christian
89,Fish Harbor,Leon,Knight,56,Husband,Married,Male,Drilling engineer,None,Christian
89,Fish Harbor,Gerald,Knight,30,Son,Single,Male,Product manager,None,Christian
89,Fish Harbor,Bethan,Knight,25,Adopted Daughter,Divorced,Female,Licensed conveyancer,None,Christian
90,Fish Harbor,Rita,Hunter,48,Head,Single,Female,"Therapist, horticultural",None,Catholic
90,Fish Harbor,Pamela,Wilson,61,None,Single,Female,"Engineer, structural",None,Methodist
90,Fish Harbor,Jean,Singh,53,None,Single,Female,"Designer, furniture",None,None
90,Fish Harbor,Maurice,Clarke,35,None,Single,Male,"Lecturer, higher education",None,Muslim
91,Fish Harbor,Eleanor,Godfrey,48,Head,Divorced,Female,Unemployed,None,Jewish
91,Fish Harbor,Paige,Godfrey,16,Daughter,Unknown,Female,Student,None,None
91,Fish Harbor,Carl,Godfrey,14,Son,NA,Male,Student,None,None
91,Fish Harbor,Rosie,Godfrey,12,Daughter,NA,Female,Student,None,None
92,Fish Harbor,Carolyn,Williams,29,Head,Single,Female,Land,None,None
93,Fish Harbor,Anna,Williams,46,Head,Married,Female,"Designer, multimedia",None,None
93,Fish Harbor,Luke,Williams,48,Husband,Married,Male,"Administrator, Civil Service",None,None
93,Fish Harbor,Jennifer,Williams,14,Daughter,NA,Female,Student,None,None
94,Fish Harbor,Susan,Robinson,36,Head,Divorced,Female,Unemployed,None,Methodist
94,Fish Harbor,Stacey,Robinson,12,Daughter,NA,Female,Student,None,None
94,Fish Harbor,Tina,Robinson,9,Daughter,NA,Female,Student,None,None
94,Fish Harbor,Hollie,Robinson,6,Daughter,NA,Female,Student,None,None
95,Fish Harbor,Craig,Khan,25,Head,Single,Male,Unemployed,None,None
95,Fish Harbor,Olivia,Parry,19,Partner,Single,Female,University Student,None,None
96,Fish Harbor,Cheryl,McKenzie,36,Head,Single,Female,Radio producer,None,Christian
96,Fish Harbor,Jake,White,39,Partner,Single,Male,Phytotherapist,None,None
96,Fish Harbor,Amber,McKenzie,16,Daughter,Unknown,Female,Student,None,None
97,Fish Harbor,Abigail,Bray,42,Head,Married,Female,"Engineer, land",None,Catholic
97,Fish Harbor,Phillip,Bray,41,Husband,Married,Male,"Development worker, community",None,None
97,Fish Harbor,Georgia,Bray,17,Daughter,Unknown,Female,Student,None,None
97,Fish Harbor,June,Bray,14,Daughter,NA,Female,Student,None,None
98,Fish Harbor,Susan,Gibson,65,Head,Married,Female,Artist,None,Christian
98,Fish Harbor,Gary,Gibson,66,Husband,Married,Male,"Designer, multimedia",None,Christian
98,Fish Harbor,Kimberley,Gibson,31,Daughter,Single,Female,"Investment banker, operational",None,Christian
98,Fish Harbor,Lynn,Gibson,28,Daughter,Single,Female,Proofreader,None,Christian
99,Fish Harbor,Craig,Jenkins,34,Head,Single,Male,Clinical research associate,None,None
100,Fish Harbor,Joanna,Pugh,21,Head,Divorced,Female,University Student,None,None
100,Fish Harbor,Rhys,Pugh,5,Son,NA,Male,Student,None,None
101,Fish Harbor,Jean,Richardson,48,Head,Widowed,Female,Patent examiner,None,None
101,Fish Harbor,Ross,Richardson,13,Step-Son,NA,Male,Student,None,None
101,Fish Harbor,Kelly,Richardson,9,Step-Daughter,NA,Female,Student,None,None
101,Fish Harbor,Steven,Richardson,8,Step-Son,NA,Male,Student,None,None
1,Matthews River,Carole,Parker,42,Head,Married,Female,"Engineer, production",None,Methodist
1,Matthews River,Lawrence,Parker,45,Husband,Married,Male,Lawyer,None,Methodist
1,Matthews River,Mitchell,Parker,21,Son,Single,Male,University Student,None,Methodist
1,Matthews River,Bethany,Parker,20,Daughter,Divorced,Female,University Student,None,None
1,Matthews River,Sally,Parker,17,Daughter,Unknown,Female,Student,None,None
2,Matthews River,Kim,Lewis,46,Head,Single,Female,Television camera operator,None,None
2,Matthews River,Ashley,Rogers,48,Partner,Single,Male,Speech and language therapist,None,None
2,Matthews River,Joanna,Lewis,17,Daughter,Unknown,Female,Student,None,None
3,Matthews River,Hannah,Powell,42,Head,Widowed,Female,Unemployed,None,None
3,Matthews River,Oliver,Powell,10,Son,NA,Male,Student,None,None
3,Matthews River,Marilyn,Powell,9,Daughter,NA,Female,Student,None,None
3,Matthews River,Georgia,Powell,7,Daughter,NA,Female,Student,None,None
4,Matthews River,Damien,Thompson,52,Head,Divorced,Male,"Biochemist, clinical",None,Christian
5,Matthews River,Tracy,Smith,62,Head,Married,Female,"Surveyor, minerals",None,Christian
5,Matthews River,Richard,Smith,68,Husband,Married,Male,"Retired Surveyor, insurance",None,Christian
5,Matthews River,Colin,Smith,20,Son,Single,Male,University Student,None,None
5,Matthews River,Stanley,Smith,17,Son,Unknown,Male,Student,None,None
6,Matthews River,Katie,Finch-Taylor,31,Head,Married,Female,"Psychologist, counselling",None,None
6,Matthews River,Robert,Finch-Taylor,33,Husband,Married,Male,Chief of Staff,None,None
6,Matthews River,Beverley,Finch-Taylor,1,Daughter,NA,Female,Child,None,None
6,Matthews River,Dennis,Finch-Taylor,1,Son,NA,Male,Child,None,None
7,Matthews River,Ruth,Williams,73,Head,Single,Female,"Retired Nurse, children's",None,Catholic
8,Matthews River,Naomi,Martin,62,Head,Married,Female,"Therapist, music",None,Methodist
8,Matthews River,Oliver,Martin,64,Husband,Married,Male,Psychiatrist,None,None
9,Matthews River,Ann,Wilson,43,Head,Single,Female,"Engineer, maintenance (IT)",None,Catholic
10,Matthews River,Josephine,Smith,41,Head,Single,Female,Product manager,None,Methodist
10,Matthews River,Graham,Hunter,41,Partner,Single,Male,Nutritional therapist,None,Methodist
11,Matthews River,Charlene,Ward-Hargreaves,60,Head,Married,Female,Ranger/warden,None,Catholic
11,Matthews River,Malcolm,Ward-Hargreaves,61,Husband,Married,Male,Web designer,None,Catholic
11,Matthews River,Denise,Ward-Hargreaves,22,Daughter,Single,Female,University Student,None,None
11,Matthews River,Gerald,Ward-Hargreaves,20,Son,Divorced,Male,University Student,None,Catholic
11,Matthews River,Brenda,Ward-Hargreaves,17,Daughter,Unknown,Female,Student,None,None
12,Matthews River,Amy,Bell,39,Head,Widowed,Female,Clinical molecular geneticist,None,None
12,Matthews River,Molly,Bell,13,Daughter,NA,Female,Student,None,None
12,Matthews River,Elliott,Bell,11,Son,NA,Male,Student,None,None
12,Matthews River,Mandy,Nelson,9,Daughter,NA,Female,Student,None,None
12,Matthews River,Glen,Nelson,5,Son,NA,Male,Student,None,None
13,Matthews River,Joanna,McCarthy,43,Head,Divorced,Female,Chief Technology Officer,None,None
13,Matthews River,Leonard,McCarthy,10,Son,NA,Male,Student,None,None
13,Matthews River,Mohamed,McCarthy,8,Son,NA,Male,Student,None,None
13,Matthews River,Valerie,McCarthy,7,Daughter,NA,Female,Student,None,None
13,Matthews River,Stephen,McCarthy,3,Son,NA,Male,Child,None,None
1,Butcher Burgs,Sheila,Stephens,68,Head,Widowed,Female,Retired Logistics and distribution manager,None,Methodist
2,Butcher Burgs,Thomas,Evans,32,Head,Single,Male,"Geneticist, molecular",None,None
3,Butcher Burgs,Shannon,Kelly,24,Head,Single,Female,"Sales professional, IT",Mental Disability,None
3,Butcher Burgs,Gareth,Owen,61,None,Single,Male,"Copywriter, advertising",None,None
3,Butcher Burgs,Guy,Holmes,25,None,Single,Male,Database administrator,None,Catholic
4,Butcher Burgs,Jacqueline,Davey,85,Head,Widowed,Female,Retired Proofreader,None,Methodist
5,Butcher Burgs,Hazel,Hughes,51,Head,Single,Female,Advertising copywriter,None,Christian
6,Butcher Burgs,Stephen,Matthews,79,Head,Divorced,Male,Retired Management consultant,None,Christian
7,Butcher Burgs,Lindsey,Shepherd,49,Head,Single,Female,Barista,None,None
7,Butcher Burgs,Mark,Baker,51,Partner,Single,Male,Radio broadcast assistant,None,None
8,Butcher Burgs,Fiona,Pearson,49,Head,Single,Female,Data processing manager,None,Catholic
8,Butcher Burgs,Annette,Edwards,39,None,Single,Female,Brewing technologist,None,None
9,Butcher Burgs,Gemma,Brady,68,Head,Single,Female,"Retired Education officer, community",None,Christian
10,Butcher Burgs,Sian,Jones,84,Head,Married,Female,"Retired Librarian, public",None,Catholic
10,Butcher Burgs,Mitchell,Jones,88,Husband,Married,Male,Retired Therapeutic radiographer,None,Catholic
11,Butcher Burgs,Angela,Hanson,51,Head,Married,Female,Press photographer,None,None
11,Butcher Burgs,Shaun,Hanson,52,Husband,Married,Male,Local government officer,None,None
11,Butcher Burgs,Timothy,Hanson,15,Son,NA,Male,Student,None,None
12,Butcher Burgs,Frederick,Atkinson,74,Head,Widowed,Male,"Retired Scientist, research (maths)",None,Christian
13,Butcher Burgs,Lauren,Carr,74,Head,Widowed,Female,Retired Paediatric nurse,None,Catholic
14,Butcher Burgs,Samantha,Pearson,75,Head,Single,Female,Retired Musician,None,Christian
15,Butcher Burgs,Tracey,Green,74,Head,Divorced,Female,Retired Dispensing optician,None,Christian
16,Butcher Burgs,Diane,Thompson,72,Head,Married,Female,Retired Occupational psychologist,None,Christian
16,Butcher Burgs,Terence,Thompson,75,Husband,Married,Male,Retired Special effects artist,None,None
17,Butcher Burgs,Richard,Rogers,36,Head,Single,Male,"Teacher, special educational needs",None,Christian
18,Butcher Burgs,Karl,Smith,26,Head,Divorced,Male,Sports development officer,None,None
19,Butcher Burgs,Ben,Wood,36,Head,Married,Male,Unemployed,None,Christian
19,Butcher Burgs,Geraldine,Wood,31,Wife,Married,Female,Technical sales engineer,None,Christian
19,Butcher Burgs,Zoe,Wood,5,Daughter,NA,Female,Student,None,None
19,Butcher Burgs,Carole,Wood,3,Daughter,NA,Female,Child,None,None
20,Butcher Burgs,Sylvia,Singh,80,Head,Married,Female,Retired Meteorologist,None,None
20,Butcher Burgs,Josh,Singh,84,Husband,Married,Male,"Retired Engineer, electronics",None,None
21,Butcher Burgs,Hazel,Dixon,40,Head,Single,Female,Unemployed,None,Christian
21,Butcher Burgs,Trevor,Dixon,19,Son,Single,Male,University Student,None,Christian
21,Butcher Burgs,Mohammad,Dixon,15,Son,NA,Male,Student,None,None
22,Butcher Burgs,Nicole,Walker,35,Head,Divorced,Female,Radiation protection practitioner,None,None
22,Butcher Burgs,Denise,Walker,14,Daughter,NA,Female,Student,None,None
22,Butcher Burgs,Albert,Walker,14,Son,NA,Male,Student,None,None
23,Butcher Burgs,Ian,Jones,72,Head,Single,Male,Retired Systems analyst,None,Christian
24,Butcher Burgs,Diane,Smith,49,Head,Single,Female,"Scientist, research (maths)",None,Methodist
25,Butcher Burgs,Diane,Sanderson,51,Head,Married,Female,Holiday representative,None,None
25,Butcher Burgs,Jonathan,Sanderson,54,Husband,Married,Male,Politician's assistant,None,None
26,Butcher Burgs,Derek,Wilson,59,Head,Single,Male,"Librarian, public",None,Catholic
27,Butcher Burgs,Harry,Hunter,74,Head,Widowed,Male,Retired Museum/gallery exhibitions officer,None,Catholic
28,Butcher Burgs,Bernard,Ball,31,Head,Single,Male,Senior tax professional/tax inspector,None,Christian
29,Butcher Burgs,Denis,Ahmed,51,Head,Single,Male,Leisure centre manager,None,Christian
30,Butcher Burgs,Rosie,Begum,39,Head,Married,Female,Unemployed,None,None
30,Butcher Burgs,Alan,Begum,41,Husband,Married,Male,Counsellor,None,None
30,Butcher Burgs,Alex,Begum,17,Son,Unknown,Male,Student,None,None
31,Butcher Burgs,Kate,Richardson,48,Head,Married,Female,Proofreader,None,None
31,Butcher Burgs,Harry,Richardson,46,Husband,Married,Male,Technical sales engineer,None,None
31,Butcher Burgs,Kimberley,Richardson,26,Daughter,Single,Female,Wellsite geologist,None,None
31,Butcher Burgs,Catherine,Richardson,26,Daughter,Divorced,Female,"Nurse, adult",None,None
32,Butcher Burgs,Trevor,Farmer,21,Head,Single,Male,University Student,None,None
32,Butcher Burgs,Paige,Williams,19,Partner,Single,Female,University Student,None,None
33,Butcher Burgs,Diane,Payne,75,Head,Single,Female,Retired Arts development officer,None,Christian
34,Butcher Burgs,Cheryl,Patel,22,Head,Single,Female,University Student,None,None
35,Butcher Burgs,Marian,Alexander,62,Head,Married,Female,"Psychologist, clinical",None,Methodist
35,Butcher Burgs,Jacob,Alexander,66,Husband,Married,Male,"Production designer, theatre/television/film",None,None
35,Butcher Burgs,Ashley,Alexander,35,Son,Single,Male,Advertising account planner,None,None
36,Butcher Burgs,Lydia,Vaughan,71,Head,Married,Female,Retired Hospital doctor,None,Catholic
36,Butcher Burgs,Barry,Vaughan,75,Husband,Married,Male,Retired Academic librarian,None,None
37,Butcher Burgs,Owen,Nicholson,34,Head,Divorced,Male,Hydrogeologist,None,None
38,Butcher Burgs,Rita,Cook,41,Head,Divorced,Female,Manufacturing engineer,None,Methodist
39,Butcher Burgs,Timothy,Ball,68,Head,Widowed,Male,Retired Firefighter,None,Christian
40,Butcher Burgs,Shaun,Woodward,20,Head,Single,Male,University Student,None,Christian
40,Butcher Burgs,Shane,Cunningham,26,None,Single,Male,PhD Student,None,None
1,Oaktree Road,Paula,Williams,63,Head,Married,Female,"Nurse, children's",None,Christian
1,Oaktree Road,Louis,Williams,63,Husband,Married,Male,Advice worker,None,Christian
2,Oaktree Road,Charlene,Watkins,64,Head,Single,Female,"Embryologist, clinical",None,None
2,Oaktree Road,Jessica,Harrison,6,Granddaughter,NA,Female,Student,None,None
3,Oaktree Road,Carolyn,Cox,53,Head,Divorced,Female,Paediatric nurse,None,None
3,Oaktree Road,Maureen,Cox,29,Daughter,Single,Female,Web designer,None,None
3,Oaktree Road,Andrew,Cox,27,Son,Divorced,Male,Oceanographer,None,None
4,Oaktree Road,Mandy,O'Brien,77,Head,Widowed,Female,Retired Geochemist,None,None
